week,type,50,51,52,53,54,55,56,57,58,59,60
1,density,0.0023,0.0016,0.0015,0.0014,0.0016,0.001,0.0005,0.0005,0.0026,0,0
2,density,0.0057,0.0043,0.004,0.0035,0.0041,0.002,0.0014,0.0018,0.0069,0,0
3,density,0.006,0.005,0.0044,0.004,0.005,0.002,0.002,0.0028,0.0085,0,0
4,density,0.006,0.005,0.005,0.0045,0.0062,0.0021,0.002,0.003,0.0093,0,0
5,density,0.0064,0.005,0.0052,0.0054,0.0075,0.003,0.002,0.0022,0.01,0,0
6,density,0.0067,0.005,0.0056,0.006,0.0082,0.003,0.0018,0.0018,0.009,0,0
7,density,0.0087,0.0063,0.0073,0.0077,0.0108,0.0033,0.0029,0.002,0.0108,0,0
8,density,0.0103,0.0074,0.0082,0.0081,0.013,0.003,0.0036,0.002,0.0124,0,0
9,density,0.0132,0.0092,0.0094,0.0093,0.0146,0.0037,0.004,0.0024,0.0125,0,0
10,density,0.0164,0.0119,0.0111,0.011,0.0155,0.0059,0.0045,0.0035,0.011,0,0
11,density,0.0188,0.0148,0.0128,0.0136,0.0165,0.0101,0.0055,0.0049,0.01,0,0
12,density,0.0207,0.019,0.015,0.0168,0.0188,0.0165,0.0078,0.0074,0.0105,0,0
13,density,0.0238,0.025,0.0191,0.0216,0.0223,0.0237,0.0105,0.0106,0.0132,0,0
14,density,0.0293,0.0329,0.0256,0.0283,0.0268,0.0299,0.016,0.0154,0.0178,0.0026,0
15,density,0.0354,0.0409,0.0333,0.0358,0.0335,0.0342,0.0252,0.022,0.0247,0.0093,0
16,density,0.0397,0.0484,0.0405,0.043,0.0415,0.0394,0.0354,0.03,0.0329,0.0171,0
17,density,0.0425,0.0549,0.0475,0.0492,0.0493,0.0465,0.0436,0.0383,0.0395,0.0214,0
18,density,0.045,0.0589,0.0529,0.0552,0.0554,0.0528,0.05,0.045,0.0449,0.0218,0
19,density,0.046,0.0595,0.0554,0.0593,0.0589,0.0564,0.0566,0.0509,0.0508,0.0192,0
20,density,0.0453,0.0572,0.0548,0.0597,0.0593,0.0582,0.062,0.0572,0.0569,0.0196,0
21,density,0.0396,0.0494,0.0486,0.052,0.0517,0.054,0.0588,0.0563,0.055,0.0301,0.0002
22,density,0.0452,0.0527,0.054,0.0548,0.0547,0.0617,0.0669,0.0648,0.0613,0.0576,0.0048
23,density,0.0465,0.0509,0.054,0.0515,0.0522,0.0614,0.0665,0.0643,0.0589,0.0797,0.0143
24,density,0.047,0.0496,0.0544,0.0488,0.051,0.0598,0.065,0.0628,0.0572,0.0884,0.0176
25,density,0.0478,0.0481,0.055,0.0471,0.0517,0.059,0.0614,0.0614,0.0557,0.0959,0.0115
26,density,0.048,0.046,0.0543,0.047,0.0528,0.0593,0.0584,0.0616,0.0517,0.0991,0.0112
27,density,0.0471,0.0441,0.0526,0.0483,0.0523,0.0595,0.058,0.063,0.0477,0.0863,0.0389
28,density,0.0483,0.0427,0.0516,0.0497,0.0508,0.0579,0.0579,0.0614,0.047,0.0776,0.1029
29,density,0.0501,0.0421,0.0508,0.05,0.048,0.0566,0.0558,0.0553,0.0476,0.0829,0.2248
30,density,0.051,0.043,0.0495,0.0486,0.0454,0.0545,0.0527,0.0505,0.0474,0.0921,0.3604
31,density,0.051,0.0438,0.0482,0.0459,0.044,0.0499,0.051,0.0515,0.0459,0.0836,0.3635
32,density,0.0497,0.0434,0.0466,0.0434,0.0434,0.0447,0.0519,0.0541,0.0432,0.0675,0.2137
33,density,0.048,0.042,0.0447,0.043,0.0425,0.0417,0.0513,0.0558,0.0402,0.0507,0.0549
34,density,0.0455,0.0403,0.0424,0.0439,0.042,0.0396,0.0498,0.0558,0.0381,0.0383,0.0014
35,density,0.0425,0.0383,0.0392,0.0435,0.0419,0.0365,0.0466,0.0522,0.038,0.0378,0
36,density,0.038,0.0363,0.0359,0.0413,0.0395,0.0332,0.042,0.0446,0.0374,0.044,0
37,density,0.03,0.031,0.0301,0.0345,0.0309,0.027,0.0329,0.0337,0.0318,0.0401,0
38,density,0.03,0.0324,0.0317,0.0345,0.0282,0.0274,0.0311,0.0329,0.0319,0.0421,0
39,density,0.0281,0.0294,0.0287,0.03,0.0227,0.0242,0.026,0.0289,0.0271,0.0414,0
40,density,0.0268,0.0251,0.024,0.025,0.0182,0.0212,0.0222,0.0236,0.0227,0.0364,0
41,density,0.0248,0.0211,0.0196,0.02,0.0148,0.0188,0.019,0.018,0.019,0.0238,0
42,density,0.0211,0.018,0.016,0.0158,0.0132,0.016,0.0155,0.0144,0.0176,0.0099,0
43,density,0.017,0.0155,0.0139,0.0125,0.0121,0.013,0.0122,0.0125,0.017,0.0038,0
44,density,0.0138,0.013,0.0119,0.0099,0.01,0.0106,0.0091,0.01,0.0158,0.0008,0
45,density,0.0114,0.0107,0.0097,0.0079,0.0078,0.0086,0.0067,0.0072,0.0139,0,0
46,density,0.0095,0.0089,0.0078,0.0064,0.0063,0.0073,0.0046,0.0053,0.0124,0,0
47,density,0.0084,0.0077,0.0066,0.0052,0.0054,0.0056,0.0033,0.005,0.0106,0,0
48,density,0.0076,0.0069,0.0055,0.004,0.0046,0.0042,0.0022,0.0042,0.0089,0,0
49,density,0.0062,0.0057,0.0045,0.004,0.0037,0.0033,0.002,0.0029,0.008,0,0
50,density,0.0043,0.0042,0.0035,0.0032,0.003,0.0029,0.0017,0.0016,0.0071,0,0
51,density,0.0025,0.0025,0.0023,0.0026,0.002,0.0019,0.001,0.0006,0.0051,0,0
52,density,0.0011,0.0011,0.0011,0.0014,0.0009,0.0009,0.0008,0,0.0022,0,0
53,density,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0.0001,0,0
1,scaled,0.45,0.28,0.28,0.22,0.28,0.15,0.1,0.08,0.41,0,0
2,scaled,1.08,0.72,0.71,0.57,0.69,0.3,0.2,0.28,1.12,0,0
3,scaled,1.1,0.8,0.8,0.68,0.84,0.32,0.2,0.4,1.37,0,0
4,scaled,1.11,0.8,0.85,0.75,1.03,0.4,0.2,0.4,1.51,0,0
5,scaled,1.25,0.84,0.94,0.91,1.28,0.46,0.3,0.35,1.6,0,0
6,scaled,1.32,0.84,1.01,0.99,1.36,0.51,0.28,0.27,1.44,0,0
7,scaled,1.7,1.05,1.31,1.27,1.82,0.57,0.43,0.3,1.76,0,0
8,scaled,2.02,1.24,1.48,1.37,2.17,0.5,0.53,0.3,1.99,0,0
9,scaled,2.57,1.54,1.68,1.52,2.45,0.61,0.6,0.38,2.02,0,0
10,scaled,3.2,1.97,1.98,1.83,2.6,0.96,0.67,0.54,1.78,0,0
11,scaled,3.67,2.48,2.3,2.25,2.78,1.63,0.84,0.76,1.6,0,0
12,scaled,4.03,3.17,2.71,2.78,3.15,2.67,1.15,1.14,1.72,0,0
13,scaled,4.67,4.19,3.45,3.56,3.73,3.83,1.6,1.62,2.12,0,0
14,scaled,5.71,5.49,4.61,4.69,4.51,4.82,2.38,2.37,2.86,0.26,0
15,scaled,6.9,6.86,6,5.97,5.62,5.54,3.76,3.38,4.01,0.93,0
16,scaled,7.73,8.1,7.3,7.12,6.96,6.35,5.28,4.63,5.32,1.71,0
17,scaled,8.3,9.21,8.54,8.15,8.29,7.5,6.54,5.89,6.41,2.12,0
18,scaled,8.77,9.87,9.52,9.14,9.29,8.52,7.5,6.92,7.27,2.17,0
19,scaled,9,9.95,9.97,9.84,9.9,9.11,8.45,7.85,8.25,1.92,0
20,scaled,8.8,9.6,9.87,9.93,9.94,9.41,9.3,8.84,9.23,1.93,0
21,scaled,7.78,8.26,8.77,8.62,8.69,8.73,8.81,8.63,8.89,3.01,0
22,scaled,8.79,8.83,9.74,9.09,9.17,9.96,10,9.97,9.92,5.71,0.13
23,scaled,9.04,8.52,9.7,8.55,8.76,9.91,9.97,9.88,9.54,7.89,0.36
24,scaled,9.19,8.31,9.81,8.09,8.6,9.68,9.73,9.68,9.26,8.77,0.47
25,scaled,9.29,8.05,9.9,7.83,8.69,9.5,9.21,9.44,9.03,9.53,0.28
26,scaled,9.3,7.72,9.75,7.81,8.8,9.59,8.74,9.49,8.37,9.84,0.29
27,scaled,9.22,7.39,9.48,8.01,8.78,9.6,8.65,9.75,7.73,8.55,1
28,scaled,9.4,7.15,9.28,8.26,8.52,9.36,8.68,9.45,7.56,7.69,2.63
29,scaled,9.75,7.1,9.14,8.34,8.05,9.17,8.35,8.52,7.69,8.21,5.71
30,scaled,9.98,7.19,8.9,8.07,7.63,8.8,7.87,7.78,7.67,9.13,9.18
31,scaled,9.95,7.3,8.66,7.6,7.35,8.07,7.7,7.93,7.44,8.3,9.27
32,scaled,9.71,7.26,8.41,7.22,7.28,7.23,7.7,8.32,7,6.69,5.45
33,scaled,9.35,7.03,8.05,7.15,7.14,6.73,7.68,8.6,6.5,5.02,1.39
34,scaled,8.9,6.75,7.64,7.27,7.1,6.4,7.46,8.63,6.15,3.82,0.04
35,scaled,8.28,6.42,7.04,7.21,7.05,5.91,6.98,8.04,6.1,3.74,0
36,scaled,7.45,6.08,6.45,6.85,6.64,5.35,6.3,6.86,6.04,4.36,0
37,scaled,5.87,5.19,5.43,5.72,5.2,4.36,4.95,5.17,5.15,3.97,0
38,scaled,5.85,5.42,5.71,5.75,4.75,4.41,4.65,5.06,5.18,4.2,0
39,scaled,5.46,4.91,5.18,4.96,3.82,3.9,3.9,4.44,4.41,4.12,0
40,scaled,5.24,4.2,4.36,4.15,3.07,3.42,3.3,3.62,3.67,3.61,0
41,scaled,4.84,3.52,3.51,3.31,2.49,3.02,2.85,2.78,3.07,2.36,0
42,scaled,4.11,3.02,2.9,2.62,2.21,2.59,2.33,2.23,2.84,0.98,0
43,scaled,3.32,2.61,2.51,2.05,2.02,2.1,1.81,1.92,2.77,0.38,0
44,scaled,2.7,2.18,2.14,1.64,1.69,1.72,1.37,1.53,2.57,0.08,0
45,scaled,2.22,1.79,1.75,1.31,1.32,1.4,0.99,1.11,2.26,0,0
46,scaled,1.86,1.5,1.41,1.07,1.05,1.18,0.7,0.83,2,0,0
47,scaled,1.65,1.3,1.19,0.85,0.92,0.9,0.48,0.76,1.73,0,0
48,scaled,1.48,1.15,0.99,0.67,0.76,0.68,0.34,0.65,1.46,0,0
49,scaled,1.2,0.97,0.8,0.6,0.62,0.55,0.3,0.45,1.28,0,0
50,scaled,0.84,0.7,0.63,0.56,0.47,0.46,0.21,0.25,1.16,0,0
51,scaled,0.49,0.42,0.41,0.44,0.34,0.32,0.18,0.1,0.83,0,0
52,scaled,0.22,0.2,0.21,0.23,0.16,0.14,0.09,0.01,0.35,0,0
53,scaled,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0,0.02,0,0
1,count,23.59,44.04,25.2,24.21,19.17,5.9,3.35,1.57,11.68,0,0
2,count,56.46,113.57,63.55,63.17,47.52,13.86,8.5,5.6,31.15,0,0
3,count,58.65,126.34,72.01,74.49,57.62,14.36,9.43,8.25,38.1,0,0
4,count,58.44,126.87,76.18,83.06,70.98,15.56,9.57,8.65,42.31,0,0
5,count,64.87,133.53,84.74,99.89,87.36,19.28,10.35,6.94,43.62,0,0
6,count,68.25,133.21,89.86,109.73,93.87,20.66,11.08,4.8,40.13,0,0
7,count,88.07,167.32,116.98,140.2,124.77,22.95,16.43,5.12,48.68,0,0
8,count,105.04,196.35,132.26,151.25,149.97,21.36,20.73,5.84,55.45,0,0
9,count,133.18,244.6,150.82,168.5,169.14,25.25,23.3,7.58,56.08,0,0
10,count,165.96,313.02,178.71,202.36,179.62,39.73,26.29,10.62,49.49,0,0
11,count,190.22,393.63,206.27,248.84,191.78,67.42,32.66,15.27,44.04,0,0
12,count,209.17,500.41,242.27,308.41,217.38,109.94,45.23,22.65,47.76,0,0
13,count,241.56,662.81,307.33,395.41,256.88,157.81,62.04,32.42,59.39,0,0
14,count,296.35,870.99,413.15,519.05,310.9,198.64,93.56,47.14,79.9,0.21,0
15,count,357.35,1088.71,537.55,660.34,387.27,228.54,146.7,67.27,111.6,0.75,0
16,count,401.43,1284.77,654.04,787.99,479.99,262.09,206.38,91.81,148.33,1.39,0
17,count,429.76,1457.67,765.96,905.54,571.06,309.33,255.24,116.98,178.35,1.74,0
18,count,454.81,1563.99,853.63,1014.7,640.36,351.67,292.9,137.51,202.31,1.77,0
19,count,466.89,1576.57,893.18,1089.71,681.98,375.75,330.78,155.69,228.76,1.56,0
20,count,456.84,1521.49,884.73,1099.18,685.58,388,363.22,175.23,256.9,1.57,0
21,count,403.8,1310.29,786.78,954.85,598.96,360.11,344.43,171.75,247.45,2.45,0
22,count,455.95,1399.12,873.55,1006.23,632.66,410.47,390.19,198.04,276.04,4.66,0.14
23,count,469.5,1351.09,873.08,946.33,603.89,408.48,389.09,196.2,265.6,6.45,0.4
24,count,476.51,1317.64,878,896.11,591.44,398.88,380.1,192.42,258.01,7.15,0.5
25,count,482.52,1276.16,886.2,864.91,599,392.68,359.47,187.67,251.13,7.77,0.31
26,count,483.06,1221.41,874.28,862.98,608.05,395.72,341.62,188.54,233.31,8.03,0.31
27,count,479.39,1170.59,849.62,886.69,605.63,395.63,338.12,193.48,214.98,6.98,1.09
28,count,487.65,1134.33,831.8,915.16,587.24,386,338.87,187.65,210.91,6.27,2.89
29,count,506.23,1125.12,818.61,922.06,555.1,377.75,326.46,169.14,214.32,6.7,6.29
30,count,517.72,1139.81,798.08,893.65,525.33,363.04,307.56,154.67,213.48,7.46,10.09
31,count,516.01,1159.51,775.45,842.98,507.93,332.52,300.81,157.53,206.91,6.78,10.19
32,count,503.96,1152.09,752.68,798.83,502.21,298.34,301.91,165.43,195.11,5.47,6
33,count,485.1,1114.75,722.16,791.88,492.02,277.72,300.44,170.86,181,4.11,1.52
34,count,460.97,1069.2,684.01,803.26,487.6,263.93,291.38,171.32,171.14,3.1,0.04
35,count,430.08,1018.11,631.31,797.55,485.84,243.69,272.88,159.71,169.91,3.05,0
36,count,384.91,965,577.81,758.62,457.31,220.15,246.27,136.29,168.17,3.57,0
37,count,304.17,822.72,486.26,632.48,357.9,180.03,193.21,102.98,143.72,3.24,0
38,count,303.42,859.65,511.94,635.29,326.66,182.14,181.7,100.68,144.29,3.4,0
39,count,283.45,778.27,463.77,549.44,263.47,161.22,152.27,88.18,122.82,3.36,0
40,count,271.98,667.22,390.42,459.88,211.84,141.34,129.43,72.04,102.04,2.96,0
41,count,250.97,559.47,314.63,367.2,171.97,124.35,111,55.18,85.69,1.93,0
42,count,213.47,480.04,259.26,290.36,152.13,106.22,91.02,44.17,79.25,0.79,0
43,count,171.74,413.98,224.52,228.65,139.64,86.56,70.93,38.17,77.12,0.31,0
44,count,139.62,346.72,191.31,181.36,116.51,70.25,53.5,30.58,71.63,0.06,0
45,count,115.67,284.61,156.48,145.72,90.16,58.19,38.82,22.02,62.96,0,0
46,count,96.72,236.54,127.07,118.08,73.05,48.31,27.57,16.48,55.4,0,0
47,count,85.62,205.48,106.62,93.96,63.1,37.34,18.8,14.99,48.09,0,0
48,count,76.56,181.57,88.34,75.16,52.88,28.11,13.36,12.75,40.41,0,0
49,count,62.19,152.64,72.14,67.2,42.34,22.75,10.73,8.99,35.67,0,0
50,count,43.29,111.88,55.85,61.7,33.18,18.81,9.04,4.86,32.07,0,0
51,count,25.22,67.98,37.37,48.13,23.22,12.98,6.61,1.79,23.26,0,0
52,count,11.05,30.48,18.64,25.97,11.47,5.7,3.5,0.67,9.83,0,0
53,count,0.72,2.01,1.31,1.86,0.8,0.35,0.26,0.05,0.54,0,0
